Species,Temperature,ID,SMILES,logki,logki-class
C,6,270,[O-][N+](=O)c1ccc(OP(=O)(OC)OC)cc1,6.18,0
C,6,271,[O-][N+](=O)c1ccc(OP(=O)(OCC)OCC)cc1,6.6,0
C,6,633,O=P(OC)(OC)SCN1N=Nc2ccccc2C1=O,4.97,0
C,6,634,O=P(OCC)(OCC)SCN1N=Nc2ccccc2C1=O,5.62,0
C,1,428,Cl/C(=N\OP(=O)(OCCCC)OCCCC)CCl,5.96,0
C,1,461,COP(=O)(OC)O\N=C(\Cl)CCl,5.03,0
C,1,462,CCOP(=O)(OCC)O\N=C(\Cl)CCl,4.87,0
C,1,463,CC(C)OP(=O)(OC(C)C)O\N=C(\Cl)CCl,3.85,0
C,1,464,CCCOP(=O)(O\N=C(\Cl)CCl)OCCC,5.1,0
C,1,465,CC(C)COP(=O)(O\N=C(\Cl)CCl)OCC(C)C,5.9,0
M,6,250,FP(=O)(OC(C)C)OC(C)C,4.03,0
M,6,271,[O-][N+](=O)c1ccc(OP(=O)(OCC)OCC)cc1,6.21,0
M,6,635,CC(C)NP(=O)(NC(C)C)OP(=O)(NC(C)C)NC(C)C,1.19,1
M,5,271,[O-][N+](=O)c1ccc(OP(=O)(OCC)OCC)cc1,6.22,0
M,1,636,ClCCP(=O)(CCCl)Oc1ccc2c(c1)OC(=O)C(Cl)=C2C,5.4,0
M,1,637,C(N+)(C)(C)CCSP(=O)(OCC)OCC,6.54,0
E,6,250,FP(=O)(OC(C)C)OC(C)C,4.52,0
E,6,270,[O-][N+](=O)c1ccc(OP(=O)(OC)OC)cc1,5.64,0
E,6,271,[O-][N+](=O)c1ccc(OP(=O)(OCC)OCC)cc1,6.09,0
E,6,633,O=P(OC)(OC)SCN1N=Nc2ccccc2C1=O,5.29,0
E,6,634,O=P(OCC)(OCC)SCN1N=Nc2ccccc2C1=O,6.12,0
P,6,250,FP(=O)(OC(C)C)OC(C)C,3.77,0
P,6,270,[O-][N+](=O)c1ccc(OP(=O)(OC)OC)cc1,4.79,0
P,6,271,[O-][N+](=O)c1ccc(OP(=O)(OCC)OCC)cc1,5.04,0
P,6,633,O=P(OC)(OC)SCN1N=Nc2ccccc2C1=O,6.05,0
P,6,634,O=P(OCC)(OCC)SCN1N=Nc2ccccc2C1=O,5.82,0
Q,6,250,FP(=O)(OC(C)C)OC(C)C,2.78,1
Q,6,270,[O-][N+](=O)c1ccc(OP(=O)(OC)OC)cc1,4.15,0
Q,6,271,[O-][N+](=O)c1ccc(OP(=O)(OCC)OCC)cc1,4.6,0
Q,6,633,O=P(OC)(OC)SCN1N=Nc2ccccc2C1=O,4.34,0
Q,6,634,O=P(OCC)(OCC)SCN1N=Nc2ccccc2C1=O,4.61,0
R,1,741,O=P(OC)(Sc1ccccc1)OC,3.26,1
R,1,742,Clc1ccccc1SP(=O)(OC)OC,4.3,0
R,1,743,Clc1cc(SP(=O)(OC)OC)ccc1,4.22,0
R,1,744,Clc1ccc(SP(=O)(OC)OC)cc1,4.53,0
R,1,745,O=P(OC)(Sc1ccccc1C)OC,4.41,0
R,1,746,O=P(OC)(Sc1cc(C)ccc1)OC,3.94,0
R,1,747,O=P(OC)(Sc1ccc(C)cc1)OC,3.62,0
